,lat_coastalnorth,lon_coastalnorth
2064,47.15625,-123.53125
2065,47.15625,-123.46875
2066,47.15625,-123.40625
2067,47.15625,-123.34375
2068,47.15625,-123.28125
2069,47.15625,-123.21875
2070,47.15625,-123.15625
2071,47.15625,-122.59375
2072,47.15625,-122.53125
2073,47.15625,-122.46875
2074,47.15625,-122.40625
2075,47.15625,-122.34375
2076,47.15625,-122.28125
2077,47.15625,-122.21875
2078,47.15625,-122.15625
2079,47.15625,-122.09375
2080,47.15625,-122.03125
2081,47.21875,-124.21875
2082,47.21875,-124.15625
2083,47.21875,-124.09375
2084,47.21875,-124.03125
2085,47.21875,-123.96875
2086,47.21875,-123.90625
2087,47.21875,-123.84375
2088,47.21875,-123.78125
2089,47.21875,-123.71875
2090,47.21875,-123.65625
2091,47.21875,-123.59375
2092,47.21875,-123.53125
2093,47.21875,-123.46875
2094,47.21875,-123.40625
2095,47.21875,-123.34375
2096,47.21875,-123.28125
2097,47.21875,-123.21875
2098,47.21875,-123.15625
2099,47.21875,-122.59375
2100,47.21875,-122.53125
2101,47.21875,-122.46875
2102,47.21875,-122.40625
2103,47.21875,-122.34375
2104,47.21875,-122.28125
2105,47.21875,-122.21875
2106,47.21875,-122.15625
2107,47.21875,-122.09375
2108,47.21875,-122.03125
2109,47.28125,-124.21875
2110,47.28125,-124.15625
2111,47.28125,-124.09375
2112,47.28125,-124.03125
2113,47.28125,-123.96875
2114,47.28125,-123.90625
2115,47.28125,-123.84375
2116,47.28125,-123.78125
2117,47.28125,-123.71875
2118,47.28125,-123.65625
2119,47.28125,-123.59375
2120,47.28125,-123.53125
2121,47.28125,-123.46875
2122,47.28125,-123.40625
2123,47.28125,-123.34375
2124,47.28125,-123.28125
2125,47.28125,-123.21875
2126,47.28125,-123.15625
2127,47.28125,-123.09375
2128,47.28125,-123.03125
2129,47.28125,-122.96875
2130,47.28125,-122.90625
2131,47.28125,-122.34375
2132,47.28125,-122.28125
2133,47.28125,-122.21875
2134,47.28125,-122.15625
2135,47.28125,-122.09375
2136,47.28125,-122.03125
2137,47.34375,-124.21875
2138,47.34375,-124.15625
2139,47.34375,-124.09375
2140,47.34375,-124.03125
2141,47.34375,-123.96875
2142,47.34375,-123.90625
2143,47.34375,-123.84375
2144,47.34375,-123.78125
2145,47.34375,-123.65625
2146,47.34375,-123.28125
2147,47.34375,-123.21875
2148,47.34375,-123.15625
2149,47.34375,-123.09375
2150,47.34375,-123.03125
2151,47.34375,-122.96875
2152,47.34375,-122.90625
2153,47.34375,-122.34375
2154,47.34375,-122.28125
2155,47.34375,-122.21875
2156,47.34375,-122.15625
2157,47.34375,-122.09375
2158,47.34375,-122.03125
2159,47.40625,-124.34375
2160,47.40625,-124.28125
2161,47.40625,-124.21875
2162,47.40625,-124.15625
2163,47.40625,-124.09375
2164,47.40625,-124.03125
2165,47.40625,-123.96875
2166,47.40625,-123.90625
2167,47.40625,-123.21875
2168,47.40625,-123.15625
2169,47.40625,-122.96875
2170,47.40625,-122.90625
2171,47.40625,-122.84375
2172,47.40625,-122.78125
2173,47.40625,-122.71875
2174,47.40625,-122.65625
2175,47.40625,-122.59375
2176,47.40625,-122.53125
2177,47.40625,-122.34375
2178,47.40625,-122.28125
2179,47.40625,-122.21875
2180,47.40625,-122.15625
2181,47.40625,-122.09375
2182,47.40625,-122.03125
2183,47.46875,-124.34375
2184,47.46875,-124.28125
2185,47.46875,-124.21875
2186,47.46875,-124.15625
2187,47.46875,-124.09375
2188,47.46875,-124.03125
2189,47.46875,-123.96875
2190,47.46875,-123.90625
2191,47.46875,-123.84375
2192,47.46875,-123.15625
2193,47.46875,-122.96875
2194,47.46875,-122.90625
2195,47.46875,-122.84375
2196,47.46875,-122.78125
2197,47.46875,-122.71875
2198,47.46875,-122.65625
2199,47.46875,-122.59375
2200,47.46875,-122.53125
2201,47.46875,-122.34375
2202,47.46875,-122.28125
2203,47.46875,-122.21875
2204,47.46875,-122.15625
2205,47.46875,-122.09375
2206,47.46875,-122.03125
2207,47.53125,-124.34375
2208,47.53125,-124.28125
2209,47.53125,-124.21875
2210,47.53125,-124.15625
2211,47.53125,-124.09375
2212,47.53125,-124.03125
2213,47.53125,-123.09375
2214,47.53125,-123.03125
2215,47.53125,-122.96875
2216,47.53125,-122.90625
2217,47.53125,-122.84375
2218,47.53125,-122.78125
2219,47.53125,-122.71875
2220,47.53125,-122.65625
2221,47.53125,-122.34375
2222,47.53125,-122.28125
2223,47.53125,-122.21875
2224,47.53125,-122.15625
2225,47.53125,-122.09375
2226,47.53125,-122.03125
2227,47.59375,-124.34375
2228,47.59375,-124.28125
2229,47.59375,-124.21875
2230,47.59375,-124.15625
2231,47.59375,-124.09375
2232,47.59375,-124.03125
2233,47.59375,-122.96875
2234,47.59375,-122.90625
2235,47.59375,-122.84375
2236,47.59375,-122.78125
2237,47.59375,-122.71875
2238,47.59375,-122.65625
2239,47.59375,-122.34375
2240,47.59375,-122.28125
2241,47.59375,-122.21875
2242,47.59375,-122.15625
2243,47.59375,-122.09375
2244,47.59375,-122.03125
2245,47.65625,-124.34375
2246,47.65625,-124.28125
2247,47.65625,-124.21875
2248,47.65625,-124.15625
2249,47.65625,-124.09375
2250,47.65625,-122.96875
2251,47.65625,-122.90625
2252,47.65625,-122.71875
2253,47.65625,-122.65625
2254,47.65625,-122.34375
2255,47.65625,-122.28125
2256,47.65625,-122.21875
2257,47.65625,-122.15625
2258,47.65625,-122.09375
2259,47.65625,-122.03125
2260,47.71875,-124.34375
2261,47.71875,-124.28125
2262,47.71875,-124.21875
2263,47.71875,-124.15625
2264,47.71875,-122.71875
2265,47.71875,-122.65625
2266,47.71875,-122.34375
2267,47.71875,-122.28125
2268,47.71875,-122.21875
2269,47.71875,-122.15625
2270,47.71875,-122.09375
2271,47.71875,-122.03125
2272,47.78125,-124.46875
2273,47.78125,-124.40625
2274,47.78125,-124.34375
2275,47.78125,-124.28125
2276,47.78125,-124.21875
2277,47.78125,-124.15625
2278,47.78125,-124.09375
2279,47.78125,-122.34375
2280,47.78125,-122.28125
2281,47.78125,-122.21875
2282,47.78125,-122.15625
2283,47.78125,-122.09375
2284,47.78125,-122.03125
2285,47.84375,-124.46875
2286,47.84375,-124.40625
2287,47.84375,-124.34375
2288,47.84375,-124.28125
2289,47.84375,-124.21875
2290,47.84375,-122.90625
2291,47.84375,-122.34375
2292,47.84375,-122.28125
2293,47.84375,-122.21875
2294,47.84375,-122.15625
2295,47.84375,-122.09375
2296,47.84375,-122.03125
2297,47.90625,-124.46875
2298,47.90625,-124.40625
2299,47.90625,-124.34375
2300,47.90625,-124.28125
2301,47.90625,-124.21875
2302,47.90625,-122.90625
2303,47.90625,-122.84375
2304,47.90625,-122.78125
2305,47.90625,-122.46875
2306,47.90625,-122.40625
2307,47.90625,-122.21875
2308,47.90625,-122.15625
2309,47.90625,-122.09375
2310,47.90625,-122.03125
2311,47.96875,-124.46875
2312,47.96875,-124.40625
2313,47.96875,-124.34375
2314,47.96875,-124.28125
2315,47.96875,-124.21875
2316,47.96875,-122.90625
2317,47.96875,-122.84375
2318,47.96875,-122.78125
2319,47.96875,-122.46875
2320,47.96875,-122.40625
2321,47.96875,-122.21875
2322,47.96875,-122.15625
2323,47.96875,-122.09375
2324,47.96875,-122.03125
